,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
79,이디야커피,노원사거리점,음식,커피점/카페,서울특별시,노원구,상계6.7동,37.6529350519155,127.060534668145
80,이디야커피,면목본동점,음식,커피점/카페,서울특별시,중랑구,면목본동,37.5849458654242,127.088529715596
81,이디야커피,안국역점,음식,커피점/카페,서울특별시,종로구,가회동,37.5770255864784,126.985784256713
82,이디야커피,IBK점,음식,커피점/카페,서울특별시,중구,명동,37.5664809683002,126.986549821175
83,이디야커피,구의자양로점,음식,커피점/카페,서울특별시,광진구,구의2동,37.5489909130641,127.08929591506
84,이디야커피,메르디앙고척점,음식,커피점/카페,서울특별시,구로구,고척1동,37.5025200206134,126.863277990438
85,이디야커피,구로미성점,음식,커피점/카페,서울특별시,구로구,신도림동,37.5061614582995,126.876591615315
86,이디야커피,개롱역점,음식,커피점/카페,서울특별시,송파구,오금동,37.4986344980864,127.136570578508
87,이디야커피,화랑대역점,음식,커피점/카페,서울특별시,노원구,공릉2동,37.6198872140939,127.083730791456
88,이디야커피,용산후암점,음식,커피점/카페,서울특별시,용산구,후암동,37.5495186638044,126.977646705372
89,이디야커피,북서울꿈의숲점,음식,커피점/카페,서울특별시,성북구,장위1동,37.6186387452387,127.045583571939
90,이디야커피,마천사거리점,음식,커피점/카페,서울특별시,송파구,거여1동,37.4980732618307,127.146133464752
91,이디야커피,KBS별관점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5196675983748,126.928912744035
92,이디야커피,강남고속터미널점,음식,커피점/카페,서울특별시,서초구,반포4동,37.5034373619191,127.004876674518
93,이디야커피,청구역점,음식,커피점/카페,서울특별시,중구,다산동,37.5597779406598,127.013227970338
94,이디야커피,합정동점,음식,커피점/카페,서울특별시,마포구,합정동,37.5482220099735,126.919066095502
95,이디야커피,방이미성점,음식,커피점/카페,서울특별시,송파구,방이1동,37.505847153769,127.122462445074
96,이디야커피,상봉엠코점,음식,커피점/카페,서울특별시,중랑구,상봉1동,37.5983230687909,127.091605360196
97,이디야커피,신상도초교점,음식,커피점/카페,서울특별시,동작구,상도4동,37.4977202768361,126.943159174186
98,이디야커피,선유도역점,음식,커피점/카페,서울특별시,영등포구,양평2동,37.5381946375989,126.893898696383
99,이디야커피,장안점,음식,커피점/카페,서울특별시,동대문구,장안2동,37.581499870787,127.070683065033
100,이디야커피낙원동점,낙원동점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.573593653983,126.988004369724
101,이디야커피,중계점,음식,커피점/카페,서울특별시,노원구,중계2.3동,37.6407414112419,127.068155314917
102,이디야커피,청룡중앙점,음식,커피점/카페,서울특별시,관악구,청룡동,37.4792043674698,126.945251636873
103,이디야커피,송정역점,음식,커피점/카페,서울특별시,강서구,공항동,37.5611565100407,126.809937135907
104,이디야커피,장안동점,음식,커피점/카페,서울특별시,동대문구,장안1동,37.5650963292558,127.066687366179
105,이디야커피,신촌역점,음식,커피점/카페,서울특별시,서대문구,신촌동,37.556498197347,126.936444210397
106,이디야커피,용두동사거리점,음식,커피점/카페,서울특별시,동대문구,용신동,37.5774765268396,127.030882075089
107,이디야커피,방화역점,음식,커피점/카페,서울특별시,강서구,방화3동,37.5781836387184,126.813288950552
108,이디야커피,난향동점,음식,커피점/카페,서울특별시,관악구,난향동,37.4608593986488,126.919375483028
109,이디야커피,오장동점,음식,커피점/카페,서울특별시,중구,광희동,37.5646053179773,127.000113122827
110,이디야커피,천호역점,음식,커피점/카페,서울특별시,강동구,성내2동,37.5379612367117,127.123726970464
111,이디야커피,역삼중앙점,음식,커피점/카페,서울특별시,강남구,역삼2동,37.5003452611029,127.042861498937
112,이디야커피,건설회관점,음식,커피점/카페,서울특별시,강남구,논현2동,37.5170729253059,127.033405850561
113,이디야커피마곡역점,마곡역점,음식,커피점/카페,서울특별시,강서구,가양1동,37.5597548601835,126.829257307783
114,이디야커피,목동등촌로점,음식,커피점/카페,서울특별시,양천구,목3동,37.5456474298283,126.862725259669
115,이디야커피,공릉중앙점,음식,커피점/카페,서울특별시,노원구,공릉2동,37.6230710902828,127.079511591629
116,이디야커피,종로5가점,음식,커피점/카페,서울특별시,종로구,종로5.6가동,37.5740357626644,127.001832326074
117,이디야커피약수점,약수점,음식,커피점/카페,서울특별시,중구,다산동,37.5556940309571,127.010814506672
118,이디야커피,상계역사거리점,음식,커피점/카페,서울특별시,노원구,상계5동,37.6611350496346,127.070847298588
119,이디야커피,미아송천점,음식,커피점/카페,서울특별시,강북구,송천동,37.6144211801315,127.02238337149
120,이디야커피,관악농협하나로마트점,음식,커피점/카페,서울특별시,관악구,조원동,37.4801160615741,126.902884746291
121,이디야커피,선릉역점,음식,커피점/카페,서울특별시,강남구,역삼2동,37.5038299791161,127.048144102601
122,이디야커피마곡엠밸리점,마곡엠밸리점,음식,커피점/카페,서울특별시,강서구,가양1동,37.5626447457415,126.823575298093
123,이디야커피한강공원로점,한강공원로점,음식,커피점/카페,서울특별시,마포구,망원2동,37.5563479249117,126.899402575891
124,이디야커피,고대병원구로점,음식,커피점/카페,서울특별시,구로구,구로2동,37.4925657524354,126.883354112542
125,이디야커피숍,,음식,커피점/카페,서울특별시,서초구,양재2동,37.4634882222877,127.043512405948
126,이디야커피,신림문화교점,음식,커피점/카페,서울특별시,관악구,서원동,37.4785509126916,126.932688261781
127,이디야커피,구산사거리점,음식,커피점/카페,서울특별시,은평구,구산동,37.6134712654255,126.91180202957
